_B	http://www.w3.org/TR/CSS21/refs.html	B	Bibliography
_B01	http://www.w3.org/TR/CSS21/refs.html#normative	B.1	Normative references
_B02	http://www.w3.org/TR/CSS21/refs.html#informative	B.2	Informative references
_C	http://www.w3.org/TR/CSS21/changes.html	C	Changes
_D	http://www.w3.org/TR/CSS21/sample.html	D	Default style sheet for HTML 4
_E	http://www.w3.org/TR/CSS21/zindex.html	E	Elaborate description of Stacking Contexts
_E01	http://www.w3.org/TR/CSS21/zindex.html#stacking-defs	E.1	Definitions
_E02	http://www.w3.org/TR/CSS21/zindex.html#painting-order	E.2	Painting order
_E03	http://www.w3.org/TR/CSS21/zindex.html#stacking-notes	E.3	Notes
_F	http://www.w3.org/TR/CSS21/propidx.html	F	Full property table
_G	http://www.w3.org/TR/CSS21/grammar.html	G	Grammar of CSS 2.1
_G01	http://www.w3.org/TR/CSS21/grammar.html#grammar	G.1	Grammar
_G02	http://www.w3.org/TR/CSS21/grammar.html#scanner	G.2	Lexical scanner
_G03	http://www.w3.org/TR/CSS21/grammar.html#tokenizer-diffs	G.3	Comparison of tokenization in CSS 2.1 and CSS1
_I	http://www.w3.org/TR/CSS21/indexlist.html	I	Index
